9,7
2,2

7,4
1,1

11,7
2,1

7,5
1,0
1,1

7,5
2,2

5,4
1,1

7,5
1,0
1,1

3,3
1,0
1,1

7,5
2,2

7,6
1,0
2,2

9,7
1,0
1,1

7,5
2,1

5,4
1,0
1,1

9,7
1,1

7,5
1,0
1,1

7,6
1,1

5,4
2,2

17,8
1,1

7,5
2,1

7,5
1,1

7,6
2,1

5,5
2,1

3,3
1,1

5,3
2,1

3,3
2,1

7,6
1,1

7,6
2,1

5,5
1,0
1,1

9,6
1,1

15,9
2,2

5,4
1,1

5,3
1,1

5,3
1,1

5,4
2,2

3,2
1,1

5,4
1,1

11,8
2,1

9,6
1,1

5,4
1,1

5,4
1,1

11,7
2,1

17,11
2,1

7,5
2,2

9,6
2,2

5,3
1,1

5,4
2,1

3,3
1,1

13,8
2,1

7,6
2,2

5,4
1,1

9,7
2,2

3,2
2,2

5,4
1,1

7,6
2,1

7,6
2,2

3,2
2,2

7,4
2,1

9,8
2,2

3,2
2,2

5,4
2,2

5,5
1,0
1,1

7,6
1,1

7,7
2,1

7,5
2,2

7,5
2,1

3,3
2,1

7,6
1,1

5,4
1,1

7,6
1,1

5,4
2,1

9,6
1,0
2,1

5,5
2,1

7,6
2,2

5,5
2,1

9,6
1,1

5,4
2,2

5,3
2,1

3,3
1,1

9,6
2,2

7,4
1,0
1,1

9,7
1,1

9,6
1,1

7,5
2,1

9,7
2,2

5,3
1,1

5,4
1,1

9,6
1,0
1,1

5,3
1,1

5,4
2,2

9,6
1,1

7,5
1,0
2,1

7,6
1,1

7,5
1,1

9,7
1,1

7,5
1,0
1,1

9,7
2,1

9,6
1,1

7,5
1,0
1,1

7,4
1,1

11,8
1,1
